ID,Bin No,SKU,Batch No,CFC,Description,UOM,Created At,Updated At,Expire Days
485,K26,FXC170005S,Z03NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
486,K26,FXC74010S,Z13NOV25,30,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
487,K27,FXC40010SA,Z14NOV25,210,"48900 BINGO! CHIPS RS.10 MASALA",2.820,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
488,K28,FXC50005S,Z25NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
489,K29,FXC70051S,Z11NOV25,7,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
490,K29,FXC74050S,Z20NOV25,210,"FXC74050S",2.000,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
491,K30,FXC20005SC,Z06NOV25,210,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
492,K31,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
493,K32,FXC170005S,Z03NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
494,K33,FXC20005SC,Z05NOV25,98,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
495,K33,FXC50005S,Z01NOV25,9,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
496,K34,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
497,K35,FXC75020SA,Z10NOV25,210,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
498,K36,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
499,K37,FXC10005SLA,Z04NOV25,122,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
500,K37,FXC74020SA,Z19NOV25,90,"48127 BINGO! OS RS.20 HNS KOREAN STYLE",2.150,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
501,K38,FXC70020SB,Z20NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
502,K39,FXC20020SA,Z05NOV25,123,"48250 BINGO! CHIPS RS.20 CRM&ON",2.304,Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:12 GMT+0530 (India Standard Time),
503,K39,FXC70020SB,Z20NOV25,30,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
504,K40,FXC75020SA,Z10NOV25,207,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
505,K41,FXC70051S,Z18NOV25,60,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
506,K42,FXC70010S,Z21NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
507,L01,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
508,L02,FXC170005S,Z18OCT25,60,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
509,L02,FXC74020SA,Z09OCT25,21,"48127 BINGO! OS RS.20 HNS KOREAN STYLE",2.150,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
510,L03,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
511,L04,FXC170005S,Z18OCT25,168,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
512,L04,FXC74020SA,Z10OCT25,30,"48127 BINGO! OS RS.20 HNS KOREAN STYLE",2.150,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
513,L05,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
514,L06,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
515,L07,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
516,L08,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
517,L09,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
518,L10,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
519,L11,FXC30020SA,Z14NOV25,210,"48380 BINGO! CHIPS RS.20 TOMATO",2.304,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
520,L12,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
521,L13,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
522,L14,FXC71051S,Z17NOV25,120,"48109 BINGO! OS RS.50 SALT",3.809,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
523,L15,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
524,L16,FXC10005SLA,Z25OCT25,100,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
525,L16,FXC30005SLA,Z14NOV25,30,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
526,L17,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
527,L18,FXC10005SLA,Z25OCT25,150,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:13 GMT+0530 (India Standard Time),
528,L18,FXC40005SL,Z14NOV25,186,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
529,L19,FXC70010S,Z22NOV25,150,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
530,L22,FXC20005SC,Z06NOV25,210,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
531,L24,FXC71020SA,Z30OCT25,202,"48112 BINGO! OS RS.20 SALT SPRINKLED",2.203,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
532,L25,FXC20010SA,Z07OCT25,1,"48180 BINGO! CHIPS RS.10 CRM&ON",2.820,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
533,L25,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
534,L26,FXC70020SB,Z21NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
535,L27,FXC70010S,Z21NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
536,L28,FXC60005S,Z14NOV25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
537,L28,FXC74010S,Z13NOV25,6,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
538,L29,FXC60005S,Z14NOV25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
539,L30,FXC10010SA,Z07OCT25,122,"48580 BINGO! CHIPS RS.10 SALTED",2.820,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
540,L30,FXC74010S,Z13NOV25,30,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
541,L31,FXC73010S,Z21NOV25,210,"FXC73010S",2.000,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
542,L32,FXC20005SC,Z05NOV25,90,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
543,L33,FXC17005S,Z24NOV25,210,"FXC17005S",2.000,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
544,L34,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
545,L34,FXC10020SA,Z24OCT25,11,"FXC10020SA",2.000,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
546,L35,FXC70051S,Z22NOV25,210,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
547,L36,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
548,L37,FXC74010S,Z19NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
549,L38,FXC74010S,Z19NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
550,L39,FXC170005S,Z03NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
551,L40,FXC72030SA,Z22SEP25,150,"48121 BINGO! OS RS.30 CRM&ONION",2.935,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
552,L41,FXC71010S,Z22NOV25,186,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:14 GMT+0530 (India Standard Time),
553,L42,FXC40020S,Z14NOV25,210,"48898 BINGO! CHIPS RS.20 MASALA",2.304,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
554,LOADED,FXC70010S,Z17NOV25,230,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
555,LOADED,FXC70020SB,Z18NOV25,901,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
556,M01,FXC50005S,Z15NOV25,420,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
557,M02,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
558,M03,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
559,M04,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
560,M05,FXC170005S,Z24NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
561,M06,FXC170005S,Z24NOV25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
562,M07,FXC75010SA,Z10NOV25,209,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
563,M08,FXC40005SL,Z13NOV25,60,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
564,M08,FXC75010SA,Z10NOV25,56,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
565,M09,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
566,M10,FXC75010SA,Z10NOV25,210,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
567,M11,FXC75010SA,Z10NOV25,210,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
568,M12,FXC75010SA,Z10NOV25,210,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
569,M13,FXC30005SLA,Z15NOV25,30,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
570,M13,FXC60005S,Z13NOV25,120,"FXC60005S",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
571,M14,FXC50005S,Z24NOV25,90,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
572,M15,FXC50005S,Z25NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
573,M16,FXC30010SA,Z31OCT25,150,"48340 BINGO! CHIPS RS.10 TOMATO",2.820,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
574,M17,FXC30010SA,Z31OCT25,56,"48340 BINGO! CHIPS RS.10 TOMATO",2.820,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
575,M17,FXC60005S,Z21OCT25,21,"FXC60005S",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
576,M17,FXC72020SA,Z30OCT25,30,"48121 BINGO! OS RS.20 CRM&ONION",2.203,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
577,M17,FXC74050S,Z19NOV25,8,"FXC74050S",2.000,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
578,M19,FXC50005S,Z24NOV25,120,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
579,M20,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:15 GMT+0530 (India Standard Time),
580,M21,FXC71010S,Z22NOV25,210,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
581,M22,FXC60005S,Z21OCT25,54,"FXC60005S",2.000,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
582,M22,FXC73010S,Z21NOV25,60,"FXC73010S",2.000,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
583,M23,FXC74010S,Z19NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
584,M24,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
585,M25,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
586,M26,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
587,M27,FXC74010S,Z19NOV25,180,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
588,M28,FXC74010S,Z20NOV25,210,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
589,M29,FXC40005SL,Z14NOV25,210,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
590,M30,FXC40005SL,Z14NOV25,210,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
591,M31,FXC10005SLA,Z25OCT25,114,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
592,M31,FXC20005SC,Z05NOV25,12,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
593,M31,FXC30005SLA,Z21OCT25,5,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
594,M32,FXC10005SLA,Z25OCT25,150,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
595,M32,FXC20005SC,Z05NOV25,30,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
596,M33,FXC10005SLA,Z25OCT25,180,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
597,M34,FXC10005SLA,Z25OCT25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
598,M35,FXC10005SLA,Z25OCT25,20,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
599,M35,FXC10010SA,Z07OCT25,155,"48580 BINGO! CHIPS RS.10 SALTED",2.820,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
600,M35,FXC40005SL,Z03NOV25,8,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
601,M36,FXC70010S,Z21NOV25,150,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
602,M36,FXC72010S,Z30OCT25,30,"48120 BINGO! OS Rs.10 CRM&ONION",2.568,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
